"NUTS","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027"
DE600,,,,,,,,,,,,,,,,48631.89,49629.79,49732.91,49529.32,49540.11,50205.89,50547.75,50462.04,50568.47,50217.94,50392.340000000004,50899.39,50507.450000000004,51083.68,50761.35,50978.35,51614.96,52304.91,52809.4,53194.71,53773.28,54266.700000000004,54568.83,55113.86,55880.62,54850.700000000004,55387.16,54304.29,53917.39,54977.380000000005,56049.380000000005,55871.92,56496.61
DE7,,,,,,,,,,,,,,,,44542.96,45556.15,45592.29,45643.78,45953.63,47279.26,47577.76,47697.35,48376.06,47894.15,47811.700000000004,48558.37,48533.770000000004,49528.83,48444.49,48945.62,49688.16,49871.22,49828.92,50166.43,50488.64,50874.29,51396.6,51949.05,52406.380000000005,51411.06,51653.62,50484.21,50440.07,51431.89,52434.96,52268.91,52853.3
DE71,,,,,,,,,,,,,,,,45258.68,46426.88,46412.32,46535.17,47002.5,49869.91,50361.87,50535.33,51319.55,50856.21,50883.33,51678.36,51774.46,52928.37,51649.19,52041.18,52781.03,52897.35,52710.450000000004,53112.03,53378.53,53824.65,54352.16,54846.01,55338.950000000004,54239.42,54518.19,53281.53,53309.06,54357.32,55417.37,55241.85,55859.450000000004
DE711,,,,,,,,,,,,,,,,45258.71,46427.54,46410.73,46533.700000000004,47003.11,48335.51,48831.75,49019.380000000005,49768.79,49356.9,49319.51,50118.380000000005,50280.1,51459.36,50099.61,50487.72,51210.69,51270.22,51115.130000000005,51587.200000000004,51929.32,52431.92,53031.630000000005,53557.49,54045.14,52924.92,53173.44,52001.35,52072.58,53094.42,54131.76,53959.57,54562.12
DE712,,,,,,,,,,,,,,,,45258.450000000004,46426.8,46412.450000000004,46535.06,47002.35,48245.22,48741.770000000004,48882.22,49601.91,49154.4,49123.28,49893.91,50038.98,51174.97,49898.770000000004,50240.83,50993.36,51099.700000000004,50918.53,51338.15,51636.26,52135.340000000004,52733.090000000004,53257.33,53785.89,52743.55,53090.68,51954.94,52013.06,53035.91,54070.630000000005,53899.92,54502.78
DE713,,,,,,,,,,,,,,,,45260.22,46426.78,46416.22,46534.39,47001.200000000004,49209.12,49732.6,50090.6,51002.28,50505.090000000004,50567.76,51381.24,51522.42,52824.4,51536.880000000005,51809.8,52721.5,52965.11,52863.44,53323.57,53635.28,54116.950000000004,54659.6,55224,55777.67,54716.450000000004,55040.05,53853.24,53902.44,54966.270000000004,56032.92,55858.08,56482.98
DE714,,,,,,,,,,,,,,,,45257.61,46426.51,46412.36,46535.12,47003.16,49422.97,49896.28,50141.66,50984.82,50473.39,50480.65,51297.67,51471.6,52680.29,51381.57,51809.18,52526.37,52647.28,52450.58,52869.21,53124.4,53522.14,54058.48,54563.5,55045.82,53907.520000000004,54109.37,52846.53,52878.65,53918.82,54968.99,54794.28,55407.96
DE715,,,,,,,,,,,,,,,,45258.57,46424.17,46413.8,46534.38,47002.94,52274.33,52824.76,53010.04,53754.98,53143.450000000004,53249.22,54131.5,54088.57,55309.97,54205.31,54636.090000000004,55258.380000000005,55332.89,55158.23,55493.83,55736.93,56115.770000000004,56603.04,57063.6,57535.200000000004,56339.94,56524.79,55165.66,55162.16,56248.25,57341.97,57158.48,57798.630000000005
DE716,,,,,,,,,,,,,,,,45261.01,46428.48,46410.39,46532.53,47003.4,52149.840000000004,52714.36,52936.520000000004,53849.56,53331.66,53352.19,54037.43,54099.87,55199.28,53797.590000000004,54197.130000000005,54829.44,54959.87,54738.770000000004,55089.75,55346.11,55670.56,56107.68,56598.21,57030.21,55846.450000000004,56104.44,54822.520000000004,54835.65,55919.51,57007.18,56825.49,57463.04
DE717,,,,,,,,,,,,,,,,45255.450000000004,46427.42,46412.840000000004,46537.33,47001.200000000004,49151.48,49807.82,49992.57,50744.35,50137.08,50309.56,51138.200000000004,51398.41,52593.19,51368.36,51705.65,52327.340000000004,52500.23,52432.200000000004,52889.89,53231.82,53580.78,54095.11,54615.91,55199.73,54179.91,54483.6,53326.36,53421.44,54472.19,55536.44,55358.61,55978.07
DE718,,,,,,,,,,,,,,,,45261.36,46427.91,46410.67,46536.200000000004,47004.63,51302.11,51835.06,51954.23,52673.26,52131.41,52147.83,52968.9,52901.16,54050.130000000005,52812.21,53191.450000000004,53880.48,53895.770000000004,53645.86,54090.01,54280.590000000004,54776.16,55272.87,55781.92,56282.700000000004,55167.33,55411.950000000004,54065.71,54032.520000000004,55095.31,56172.18,55996.99,56622.380000000005
DE719,,,,,,,,,,,,,,,,45258.97,46427.520000000004,46411.83,46535.76,47002.62,51178.24,51716.090000000004,51805.130000000005,52536.75,52095.21,52187.28,53022.590000000004,53009.6,54204.92,53006.16,53335.18,53956.61,54152.200000000004,53960.78,54307.98,54509.39,54918.24,55293.51,55761.44,56254.47,55187.64,55415.200000000004,54203.14,54290.21,55357.68,56439.22,56262.8,56893.380000000005
DE71A,,,,,,,,,,,,,,,,45258.29,46428.19,46414.13,46537.22,47002.85,49751.380000000005,50120.42,50417.4,51307.950000000004,50978.93,51040.98,51742.73,51738.48,52811.72,51470.78,52045.28,53049.9,53126.57,52862.15,53291.21,53606.94,54101.72,54708.15,55204.700000000004,55649.130000000005,54512.82,54737.79,53453.270000000004,53476.29,54527.75,55592.12,55412.950000000004,56029.62
DE71B,,,,,,,,,,,,,,,,45260.23,46420.840000000004,46405.29,46527.58,46996.770000000004,52265.24,52640.47,52753.98,53538.89,52838.21,52958.41,53699.37,53702.68,54786.19,53585.08,54004.3,54736.68,54974.57,54777.71,55095.73,55220.18,55687.91,56034.880000000005,56557.28,57113.37,55975.15,56080.200000000004,54842.96,54895.3,55977.43,57068.770000000004,56885.89,57507.72
DE71C,,,,,,,,,,,,,,,,45260.16,46427.36,46411.78,46536.46,47000.67,51084.26,51412.03,51495.44,52263.79,51910.99,51955.770000000004,52773.96,52885.79,54015.79,52830.91,53285.55,54031.97,54136.49,53984.6,54308.29,54495.99,54948.65,55481.72,55877.43,56357.96,55275.65,55541.03,54073.91,53992.42,55053.950000000004,56127.56,55950.67,56578.29
DE71D,,,,,,,,,,,,,,,,45257.24,46428.840000000004,46415.96,46535.89,47004.99,52945.01,53456.53,53546.49,54551.79,54090.91,54060.14,54928.97,55049.14,56221.16,54915.51,55426.270000000004,56238.380000000005,56463.14,56269.450000000004,56587.23,56788.97,56998.05,57341.73,57752.68,58212.6,56959.92,57220.42,55828.42,55803.41,56897.48,58000,57809.78,58454.85
DE71E,,,,,,,,,,,,,,,,45259.14,46423.82,46410.42,46536.28,47003.1,51840.24,52348.700000000004,52510.590000000004,53365.86,52859.19,52901.76,53751.41,53749,55007.01,53688.64,54088.21,54809.74,54929.65,54747.83,55160.28,55434.22,55808.94,56269.04,56796.840000000004,57269.92,56060.03,56272.9,54972.64,55000.44,56078.770000000004,57173.700000000004,56992.270000000004,57627.47
DE72,,,,,,,,,,,,,,,,43257.19,44014.74,44119.1,43945.43,44042.8,42670.63,42187.56,42639.38,43078.23,42411.05,41945.23,42478.81,42198.05,42967.91,42086.65,42783.66,43497.94,43601.25,43601,43676.94,44049.68,44616.55,44824.450000000004,45439.38,45783.29,45170.81,45290.62,44286.33,43946.92,44811.04,45685.4,45540.96,46050.39
DE721,,,,,,,,,,,,,,,,43256.36,44015.86,44117.32,43947.58,44043.01,42042.67,41591.99,42073.28,42535.69,41878.39,41444.32,42010.56,41760.19,42566.37,41660.340000000004,42374.520000000004,43141.520000000004,43212.61,43198.87,43325.66,43713.3,44266.450000000004,44521.06,45153.71,45513.16,44874.08,44989.840000000004,44003.28,43682.89,44541.56,45411.63,45269.97,45775.05
DE722,,,,,,,,,,,,,,,,43258.88,44014.17,44120.3,43945.450000000004,44042.31,42364.4,41851.270000000004,42310.26,42712.41,42082.35,41663.98,42150.43,41847.88,42591.83,41772.75,42498.4,43236.01,43315.31,43312.03,43421.520000000004,43820.12,44441.82,44673.58,45254.63,45576.270000000004,45023.68,45163.37,44127.24,43796.85,44657.88,45528.520000000004,45384.42,45888.55
DE723,,,,,,,,,,,,,,,,43259.28,44010.91,44116.24,43940.26,44039.92,43826,43370.020000000004,43862.450000000004,44340.3,43613.39,43043.98,43574.83,43294.38,44131.61,43277.93,44024.37,44736.19,44854.89,44901.63,44974.51,45260.450000000004,45855.44,46085.11,46680.54,46988.85,46277.11,46428.57,45452.9,45036.71,45921.020000000004,46817.05,46673.090000000004,47196.65
DE724,,,,,,,,,,,,,,,,43257.66,44016.03,44121.75,43944.79,44043.64,42323.65,41900.97,42279.44,42708.03,42034.71,41558.48,42061.03,41818.62,42560.46,41597.33,42253.12,42916.63,43053.01,43060.35,43141.37,43548.53,44084.57,44254.79,44902.090000000004,45268.55,44689.06,44783.41,43792.11,43473.58,44328.21,45192.07,45047.78,45553.22
DE725,,,,,,,,,,,,,,,,43251.15,44018.01,44116.340000000004,43948.66,44045.75,44439.13,43771.840000000004,44278.16,44698.450000000004,43993.23,43501.06,44169.58,43753.31,44500,43702.23,44280.82,44929.03,45118.13,45057.24,44867.06,45140.39,45636.68,45718.46,46288.61,46643.32,46017.11,46127.14,45067.53,44731.08,45609.58,46503.91,46348.38,46872.05
DE73,,,,,,,,,,,,,,,,43132.700000000004,43823.28,43977.13,43963.55,43908.22,42139.840000000004,42323.48,42011.65,42544.25,42147.12,41933.14,42695.31,42498.69,43097.38,42477.21,43309.63,44120.24,44585.89,44994.07,45279.24,45630.05,45609.12,46283.07,46910.96,47259.58,46324.31,46531.41,45407.4,45306.44,46197.25,47098.14,46948.75,47473.63
DE731,,,,,,,,,,,,,,,,43132.89,43821.42,43974.38,43962.17,43906.950000000004,40727.89,40952.64,40684.66,41214.87,40899.51,40727.99,41427.42,41225.42,41823.61,41204.020000000004,42087.48,42992.87,43406.200000000004,43836.13,44096.6,44459.51,44518.700000000004,45251.65,45936.020000000004,46299.71,45396.81,45648.270000000004,44553.520000000004,44460.200000000004,45333.24,46217.92,46071.36,46587.56
DE732,,,,,,,,,,,,,,,,43134.67,43824.55,43980.270000000004,43962.340000000004,43909.69,42067.79,42263.24,41963.32,42490.5,42108.23,41913.41,42681.28,42451.81,43059.43,42461.93,43338.13,44140.75,44573.3,44968.98,45278.35,45638.13,45612.73,46292.12,46914.28,47273.57,46343.81,46557.74,45435.82,45329.82,46220.38,47120.5,46972.47,47497.76
DE733,,,,,,,,,,,,,,,,43134.33,43820.47,43980.62,43965.98,43904.32,42185.36,42336.29,41946.3,42461.65,41968.28,41699.61,42444.700000000004,42240.58,42866.950000000004,42142.32,42818.63,43513.85,44032.200000000004,44507.42,44888.81,45304.92,45266.39,45925.090000000004,46583.62,46908.020000000004,45993.55,46193.97,45116.24,45047.99,45936.56,46827.1,46678.93,47194.39
DE734,,,,,,,,,,,,,,,,43130.18,43822.73,43976.33,43964.14,43910.090000000004,42444.26,42596.19,42320.31,42829.700000000004,42465.5,42307.020000000004,43017.37,42951.25,43577.67,42991.31,43789.16,44455.770000000004,44940.6,45373.73,45672.39,46039.16,46042.450000000004,46795.12,47365.1,47717.97,46745.700000000004,46932.38,45829.74,45681.65,46579.18,47487.81,47336,47866.16
DE735,,,,,,,,,,,,,,,,43133.65,43826.450000000004,43978.64,43961.55,43911.42,43202.25,43385.5,43001.22,43521.43,43026.58,42733.15,43538.13,43294.83,43792.07,43172.57,44015.28,44916.520000000004,45503.450000000004,45800.76,46145.33,46446.23,46388.61,46963.9,47586.89,47919.44,46916.67,47039.11,45871.73,45797.36,46694.46,47606.83,47455.450000000004,47983.41
DE736,,,,,,,,,,,,,,,,43129.96,43825.61,43972.64,43966.41,43906.96,42740.200000000004,42869.89,42576.81,43160.38,42739.29,42418.86,43273.23,43032.200000000004,43690.19,43095.99,43891.270000000004,44682.17,45150.840000000004,45544.66,45727.43,46031.22,45953.35,46557.590000000004,47158.37,47481.64,46558.3,46779.36,45635.29,45555.56,46450.97,47358.87,47206.450000000004,47738.700000000004
DE737,,,,,,,,,,,,,,,,43135.69,43821.36,43982.36,43964.44,43909.05,43202.55,43434.270000000004,43103.79,43657.14,43222.17,43099.950000000004,44078.450000000004,43948.57,44537.090000000004,43919.54,44822.950000000004,45678.840000000004,46099,46474.200000000004,46867.73,47210,47093.53,47679.96,48245.89,48618.06,47634.64,47836.98,46628.33,46500.78,47425.97,48349.340000000004,48198.76,48738.69
DE8,,,,,,,,,,,,,,,,33118.1,32476.22,32119.33,31791.08,31722.54,31306.9,31547.79,31651.72,31905.56,31685.34,31763.530000000002,31692.74,31512.68,31907.170000000002,31996.57,32640.65,33459.83,34170,34045.88,34511.14,35399.5,36140.99,36635.46,37296.98,38147.79,38163.91,38209.74,37843.19,37904.3,38649.4,39403.24,39278.6,39717.46
DE80,,,,,,,,,,,,,,,,33118.1,32476.22,32119.33,31791.08,31722.54,31306.9,31547.79,31651.72,31905.56,31685.34,31763.530000000002,31692.74,31512.68,31907.170000000002,31996.57,32640.65,33459.83,34170,34045.88,34511.14,35399.5,36140.99,36635.46,37296.98,38147.79,38163.91,38209.74,37843.19,37904.3,38649.4,39403.24,39278.6,39717.46
DE803,,,,,,,,,,,,,,,,33119.61,32477.43,32117.97,31788.41,31722.87,30702.62,30869.48,30923.78,31164.11,30918.27,30915.06,30837,30689.91,31054.47,31149.24,31756.66,32476.95,33139.83,33064.41,33507.55,34344.5,35077.1,35569.67,36203.74,36987.43,37005.94,37086.590000000004,36755.97,36850.74,37575.73,38309.26,38189.74,38618.43
DE804,,,,,,,,,,,,,,,,33118.53,32475,32119.190000000002,31792.58,31723.690000000002,30463.8,30624.22,30686.81,30911.63,30682.04,30736.82,30648.15,30538.74,30937.45,31035.62,31576.420000000002,32289.600000000002,33005.22,32953.89,33378.17,34247.42,35038.18,35521.950000000004,36165.08,37029.75,37092.04,37126.53,36742.79,36813.73,37537.18,38264.62,38142.13,38570.97
DE80J,,,,,,,,,,,,,,,,33117.19,32477.43,32120.31,31791.56,31723.420000000002,31208.31,31460.190000000002,31536.190000000002,31812.5,31592.41,31638.71,31565.56,31353.74,31783.600000000002,31913.670000000002,32596.190000000002,33446.48,34170.37,34068.57,34574.29,35488.54,36238.97,36731.78,37392.4,38255.74,38224.86,38265.700000000004,37888.67,37966.81,38714.9,39473.25,39346.13,39782.04
DE80K,,,,,,,,,,,,,,,,33118.98,32475.280000000002,32120.89,31789.760000000002,31720.96,31722.190000000002,31996.96,32123.13,32358.95,32099.690000000002,32284.43,32276.56,32110.39,32536.350000000002,32662.29,33390.37,34178.56,34835.36,34631.89,35120.020000000004,36003.54,36772.29,37264.98,37937.03,38828.58,38849.53,38870.42,38472.04,38521.200000000004,39277.76,40041.41,39913.88,40360.51
DE80L,,,,,,,,,,,,,,,,33116.81,32476.850000000002,32120.31,31791.43,31721.21,31689.350000000002,32015.91,32177.670000000002,32450.48,32269.87,32373.73,32361.64,32149.260000000002,32562.65,32605.14,33248.61,34131.64,34898.590000000004,34813.39,35253.33,36154.020000000004,36914.840000000004,37403.44,38099.22,38928.25,38989.33,39021.71,38614.56,38647.47,39403.78,40172.28,40046.55,40493.69
DE80M,,,,,,,,,,,,,,,,33120.7,32476.440000000002,32117.65,31790.66,31724.4,31570.87,31818.52,31928.9,32199.23,31954.18,32005.37,31936.65,31796.4,32227.58,32347.99,32968.63,33912.21,34600.770000000004,34410.15,34865.32,35800.26,36541.590000000004,37067.99,37720.31,38575.48,38571.94,38629.21,38369.01,38485.91,39247.15,40012.840000000004,39890.21,40334.43
DE80N,,,,,,,,,,,,,,,,33119.01,32473.37,32117.11,31792.940000000002,31721.86,31366.02,31628.34,31776.46,32064.24,31900.2,31983.010000000002,31844.49,31639.61,31955.690000000002,32008.18,32652.18,33517.39,34253.14,34126.7,34589.68,35482.92,36192.79,36693.28,37362.200000000004,38238.65,38246.15,38274.25,37861.96,37895.840000000004,38641.31,39392.520000000004,39269.87,39710.91
DE80O,,,,,,,,,,,,,,,,33116.26,32476.09,32120.82,31792.4,31722.66,31772.690000000002,31993.82,32077.670000000002,32286.29,32042.38,32164.41,32104,31879,32257.690000000002,32316.100000000002,32965.75,33795.31,34545.81,34368.24,34863.98,35780.46,36465.13,36959.450000000004,37622.590000000004,38520.19,38554.31,38602.67,38269.38,38337.450000000004,39088.43,39852.29,39723.51,40165.16
DE9,,,,,,,,,,,,,,,,38280.82,38005.33,38292.28,38424.01,38634.48,39587.06,39601.12,39280.71,39548.56,39016.63,38571.87,39262.72,38615.83,38885.340000000004,38632.020000000004,39293.76,40001.96,40437.67,40521.42,41054.54,41474.76,41774.020000000004,42191.76,42990.07,43525.63,42962.18,42851.42,41829.19,41641.450000000004,42460.22,43288.36,43151.03,43633.53
DE91,,,,,,,,,,,,,,,,41316.06,40590.39,41062.44,41288.25,41976.97,41227.71,41299.25,40943.96,41233.450000000004,40801.05,40381.88,41189.61,40402.12,40703.35,40385.6,41099.01,41918.14,42359.93,42503.03,47285.23,48062.63,48225.950000000004,48855.13,49958.91,50723.9,49776.090000000004,48970.93,47894.9,47803.020000000004,48742.78,49693.33,49535.62,50089.61
DE911,,,,,,,,,,,,,,,,41315.91,40590.29,41061.74,41287.81,41976.68,40691.22,40691.53,40375.14,40671.94,40288.55,39843.61,40678.46,39885.07,40077.26,39759.9,40451.08,41266.25,41708.96,41849.18,46634.37,47441.33,47671.75,48307.79,49367.700000000004,50122,49197.74,48401.23,47342.66,47024.43,47950.92,48884.090000000004,48729.450000000004,49275.24
DE912,,,,,,,,,,,,,,,,41313.91,40588,41061.06,41291.42,41975.4,40094.39,40123.57,39786.04,40084.35,39677,39186.33,39906.9,39116.08,39390.88,39064.75,39794.46,40623.35,41074.5,41268.13,45952.770000000004,46774.25,47131.73,47613.62,48754.72,49502.66,48624.46,47905.3,46825.020000000004,46852.25,47772.99,48706.03,48552.25,49097.41
DE913,,,,,,,,,,,,,,,,41317.11,40591.270000000004,41061.37,41286.93,41975.19,39194.82,39225.73,38861.53,38997.590000000004,38555.12,38148.48,38893.85,38154.91,38512.63,38201.05,38859.15,39593.8,39955.56,40120.88,44755.61,45554.11,45820.33,46431.57,47555.98,48325.79,47442.340000000004,46760.86,45774.75,45286.15,46175.700000000004,47078.06,46931.54,47457.17
DE914,,,,,,,,,,,,,,,,41309.58,40592.42,41061.700000000004,41287.69,41979.61,42699.08,42927.1,42425.18,42666.520000000004,42133.65,41706.9,42599.61,41844.11,42426.71,42020.16,42784.63,43729.94,44181.26,44276.57,48971.11,49784.37,49952.340000000004,50493.66,51605.51,52409.68,51423.07,50490.25,49256.33,48624.22,49578.04,50535.91,50374.06,50937.56
DE916,,,,,,,,,,,,,,,,41318.83,40591.28,41063.83,41283.85,41977.35,42160.62,42367.98,42013.25,42428.6,41975.37,41512.17,42320.91,41592.23,41474.85,41173.62,41916.58,42794.99,43340.51,43524.03,48371.55,49140.05,49185.630000000005,49892.55,51003.65,51760.22,50792.270000000004,49944.62,48886.72,49514.91,50487.11,51472.8,51306.21,51878.450000000004
DE917,,,,,,,,,,,,,,,,41315.4,40593.950000000004,41063.6,41294.16,41980.9,42013.450000000004,42205.24,42195.22,42402.28,41984.13,41565.38,42425.07,41602.66,41960.4,41610.17,42423.770000000004,43272.73,43711.73,43842.16,48742.04,49503.68,49580.17,50186.98,51237.96,51980.97,51010.96,50140.55,49026.49,48475.770000000004,49433.08,50408.98,50257.44,50821.37
DE918,,,,,,,,,,,,,,,,41315.31,40593.33,41060.8,41289.37,41980.07,42244.67,42312.82,42023.72,42475.23,41895.24,41454.76,42255.76,41506.090000000004,41964.19,41719.6,42505.17,43387.85,43971.090000000004,44133.48,48878.18,49665.93,49597.85,50261.19,51405.56,52166.61,51245.06,50365.98,49257.020000000004,49467.520000000004,50438.78,51415.94,51249.78,51830.99
DE91A,,,,,,,,,,,,,,,,41313.26,40589.6,41068.88,41291.4,41982.55,42137.68,42256.46,42049.01,42210.13,41879.78,41643.23,42571.35,41728.65,42105.950000000004,41801.03,42566.42,43401.93,43941.24,44115.12,49089.99,49754.83,50007.340000000004,50534.37,51628.69,52438.21,51443.32,50518.520000000004,49406.54,49103.42,50075.67,51056.24,50888.31,51439.66
DE91B,,,,,,,,,,,,,,,,41321,40591.700000000004,41065.15,41287.22,41969.12,43228.66,43393.090000000004,43144.840000000004,43484.3,42906.23,42508.91,43400.450000000004,42630.9,42724.65,42387.63,43137.25,44073.26,44614.9,44767.73,49871.79,50652.78,50609.91,51255.700000000004,52353.65,53215.46,52008.31,51044.91,49935.880000000005,49776.1,50759.42,51746.31,51579.56,52157.48
DE91C,,,,,,,,,,,,,,,,41316.48,40589.43,41062.48,41288.14,41976.69,41412.520000000004,41510.68,41042.68,41450.87,41057.4,40637.65,41410.19,40601.29,41027.28,40723.08,41402.01,42256.76,42748.47,42912.840000000004,47724.24,48476.76,48556.270000000004,49233.42,50336.32,51075.94,50106.55,49276.69,48174.950000000004,48563.13,49519.770000000004,50486.42,50327.94,50889.8
DE92,,,,,,,,,,,,,,,,41608.55,41231.46,41184.65,41164.51,40919.4,40744.71,40683.85,40425.62,40618.24,40029.65,39602.15,40172.770000000004,39428.83,39702.81,39537.700000000004,40217.07,40874.700000000004,41339.25,41339.020000000004,43181.71,43527.26,43886.67,44225.62,45078.01,45630.16,44990.1,45102.3,43658.5,43545.42,44401.62,45267.590000000004,45124.020000000004,45628.56
DE922,,,,,,,,,,,,,,,,41607.29,41230.51,41186.770000000004,41166.78,40920.53,42614.16,42373.89,42310.21,42140.07,41577.22,41108.15,41788.13,40904.12,41782.13,41584.25,42338.81,42958.42,43370.21,43338.9,44963.81,45207.9,45625.14,45720.13,46668.12,47154.38,46494.76,46592.21,44999.47,44921.71,45806.79,46696.520000000004,46546.18,47066.85
DE923,,,,,,,,,,,,,,,,41609.36,41232.57,41182.54,41162.200000000004,40922.24,40762.48,40779.78,40581.86,40780.43,40183.4,39846.270000000004,40544.64,39853.74,39770.06,39622.25,40369.01,41034.81,41521.53,41579.450000000004,43411.15,43735.020000000004,44217.17,44484.15,45394.82,45965.21,45367.37,45532.21,43972.85,44699.4,45579.44,46472.65,46325.79,46846.26
